test_id,model,dataset,datasetSize,threads,queryName,queryType,elapsedTime,numEntities,numMachines,querySelectivity,temporalRangeIndex,iteration
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,EnvironmentCoverage,edgesDirection,14.44,10,1,increased,0,0
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,EnvironmentAggregate,edgesDirection,510.26,100,1,increased,0,0
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,MaintenanceOwners,edgesDirection,1143.82,100,1,increased,0,0
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,EnvironmentOutlier,edgesDirection,38259.82,4,1,increased,0,0
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,AgentOutlier,edgesDirection,3332.51,100,1,increased,0,0
88d27f6f-40f2-44f2-8ce1-374cf7f45d62,PGAge,smartbench,small,1,AgentHistory,edgesDirection,359.25,1,1,increased,0,0
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,EnvironmentCoverage,edgesDirection,9.53,10,1,increased,0,1
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,EnvironmentAggregate,edgesDirection,354.62,100,1,increased,0,1
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,MaintenanceOwners,edgesDirection,1076.85,100,1,increased,0,1
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,EnvironmentOutlier,edgesDirection,38311.57,4,1,increased,0,1
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,AgentOutlier,edgesDirection,3342.68,100,1,increased,0,1
5715ec32-d0f9-4655-a00a-04bb62867853,PGAge,smartbench,small,1,AgentHistory,edgesDirection,338.17,1,1,increased,0,1
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,EnvironmentCoverage,edgesDirection,9.51,10,1,increased,0,2
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,EnvironmentAggregate,edgesDirection,353.85,100,1,increased,0,2
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,MaintenanceOwners,edgesDirection,1085.69,100,1,increased,0,2
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,EnvironmentOutlier,edgesDirection,38323.68,4,1,increased,0,2
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,AgentOutlier,edgesDirection,3700.59,100,1,increased,0,2
6a667a86-be56-4c57-a8be-7848059b2a05,PGAge,smartbench,small,1,AgentHistory,edgesDirection,344.15,1,1,increased,0,2
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,EnvironmentCoverage,edgesDirection,11.35,10,1,increased,0,3
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,EnvironmentAggregate,edgesDirection,364.81,100,1,increased,0,3
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,MaintenanceOwners,edgesDirection,1093.28,100,1,increased,0,3
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,EnvironmentOutlier,edgesDirection,38374.8,4,1,increased,0,3
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,AgentOutlier,edgesDirection,3719.33,100,1,increased,0,3
7b498db8-9afb-4f96-acf6-efacaddab49f,PGAge,smartbench,small,1,AgentHistory,edgesDirection,360.51,1,1,increased,0,3
